,Steps until goal,Reward_until_goal
1225,28.0,-723
1226,52.0,-2737
1227,94.0,-6574
1228,72.0,-4590
1229,36.0,-3119
1230,100.0,-5002
1231,64.0,-2948
1232,97.0,-6577
1233,57.0,-3936
1234,36.0,-1740
1235,191.0,-16094
1236,77.0,-6543
1237,30.0,-1734
1238,62.0,-2548
1239,80.0,-5579
1240,39.0,-2923
1241,80.0,-6148
1242,92.0,-6202
1243,29.0,-1122
1244,33.0,-1524
1245,102.0,-6254
1246,34.0,-1340
1247,89.0,-5005
1248,62.0,-3742
1249,97.0,-5879
1250,61.0,-3385
1251,55.0,-3735
1252,34.0,-1724
1253,45.0,-2147
1254,35.0,-2123
1255,91.0,-8149
1256,87.0,-3823
1257,36.0,-2337
1258,20.0,-715
1259,69.0,-4545
1260,92.0,-4980
1261,65.0,-4625
1262,66.0,-4769
1263,40.0,-1744
1264,37.0,-2921
1265,60.0,-3569
1266,60.0,-4152
1267,46.0,-1764
1268,73.0,-4748
1269,114.0,-6622
1270,60.0,-5929
1271,36.0,-1384
1272,48.0,-2562
1273,56.0,-2797
1274,42.0,-538
1275,67.0,-3775
1276,40.0,-1943
1277,58.0,-2558
1278,76.0,-4964
1279,68.0,-3947
1280,42.0,-1746
1281,32.0,-1523
1282,115.0,-6396
1283,78.0,-5776
1284,44.0,-2331
1285,20.0,-1141
1286,64.0,-3004
1287,34.0,-1937
1288,98.0,-6578
1289,66.0,-4144
1290,53.0,-4131
1291,110.0,-10626
1292,30.0,-526
1293,23.0,-917
1294,73.0,-5757
1295,44.0,-2729
1296,29.0,-923
1297,64.0,-2550
1298,92.0,-3971
1299,30.0,-1521
1300,37.0,-2722
1301,28.0,-1547
1302,44.0,-2132
1303,63.0,-4354
1304,112.0,-6592
1305,28.0,-2713
1306,85.0,-5769
1307,41.0,-1930
1308,46.0,-2731
1309,79.0,-6744
1310,36.0,-1328
1311,131.0,-9467
1312,28.0,-737
1313,110.0,-6646
1314,50.0,-2180
1315,52.0,-1571
1316,83.0,-4032
1317,57.0,-4533
1318,48.0,-4524
1319,44.0,-2544
1320,124.0,-6433
1321,66.0,-2224
1322,48.0,-2747
1323,38.0,-1529
1324,81.0,-6788
1325,84.0,-5171
1326,48.0,-2192
1327,34.0,-1155
1328,22.0,-333
1329,118.0,-7394
1330,72.0,-6140
1331,40.0,-1957
1332,51.0,-3134
1333,18.0,-926
1334,62.0,-2377
1335,34.0,-1738
1336,56.0,-2954
1337,52.0,-2552
1338,60.0,-2745
1339,47.0,-3158
1340,194.0,-12644
1341,91.0,-7964
1342,66.0,-4144
1343,25.0,-1928
1344,45.0,-1934
1345,41.0,-3735
1346,44.0,-2331
1347,81.0,-4955
1348,70.0,-4347
1349,77.0,-5363
1350,42.0,-1561
1351,58.0,-3368
1352,67.0,-3164
1353,42.0,-3366
1354,59.0,-4563
1355,72.0,-3965
1356,42.0,-1746
1357,38.0,-2126
1358,43.0,-3140
1359,188.0,-13106
1360,44.0,-1734
